fid,LSOA Code,LSOA Name,GeoPackage Unique ID,LSOA IMD Ranking,IMD Decile,Shape__Area,Shape__Length
2416,E01002537,Hillingdon 009E,31e884d6-85fb-4328-8370-e55f07e28165,27737,9,1168222.23666382,5902.1828682919
1177,E01001228,Ealing 019E,52e6b318-439a-4cd9-9265-122cb5f489ad,20171,6,685813.784210205,5030.93076909996
33637,E01035643,Hackney 025H,21c4f2dc-8991-430b-afc8-30a1faa3de7f,14370,5,251403.097316742,3612.04603304174
33643,E01035649,Hackney 026H,3904e2c0-f155-47fa-bb67-1a9cd9c7df20,12789,4,220654.963405609,2970.27277501416
3,E01000003,City of London 001C,b9d8faca-d489-478d-8ce6-acaf76186d7d,25913,8,152357.644012451,1967.05649376069
4082,E01004310,Tower Hamlets 015E,33aea61c-889d-4a76-9301-b56ae799bcb1,6873,3,236690.119457245,2724.2626712669
4088,E01004319,Tower Hamlets 021A,269c5dd1-7682-4170-8ead-4db48bdc8529,5853,2,231372.241043091,3425.22255505994
1669,E01001756,Hackney 030C,05ebc30e-53d4-414d-98d6-b8e8a6ac73c9,15870,5,418704.987846375,3503.57003206626
3447,E01003616,Newham 012A,e0b9bcd8-2c3f-468c-930c-07a39634be34,7086,3,375897.427352965,4346.37232926149
31081,E01032774,Tower Hamlets 032E,160f4b3c-2ee5-4727-b73a-5ed975cfb09f,11368,4,526327.427025795,4147.56180777018
4480,E01004733,Westminster 020C,5a2b441a-6aa4-4f86-94c9-61dbe767823c,21213,7,1147776.80404663,8697.6352327579
1775,E01001871,Hammersmith and Fulham 012E,9dbd6067-4b6a-4015-a358-4ca71de2a739,22124,7,337947.181610107,4203.14383634449
1769,E01001865,Hammersmith and Fulham 008B,15a160da-26e9-4063-81c0-8e11f5bb84e7,23631,8,301566.047821045,4124.23856357336
1326,E01001380,Ealing 040C,11cfebe8-79bc-4e69-be0b-c2ee98782291,27487,9,452789.895645142,3474.48387066733
785,E01000818,Bromley 040B,c2b43a9c-3ac6-4c93-8b1b-57ed7e777c30,29690,9,3341676.53684235,12034.7815836204
3441,E01003604,Newham 031D,c73aa1e5-3ca2-442f-b47a-1b14bdf27d83,5737,2,571081.312334061,4996.47224488597
3490,E01003661,Redbridge 038A,3cd68479-2573-4aa0-95ed-b4733201a175,11683,4,538648.251602173,4402.65902544131
1818,E01001915,Hammersmith and Fulham 024A,613c2072-701f-43c0-b1b4-1e0badc1b79b,22789,7,1095014.18441772,6483.97695400319
1824,E01001921,Hammersmith and Fulham 020B,cb086b80-50d7-4ddc-82ab-1c3f6ea695f5,17356,6,252805.600357056,4297.34465327385
3988,E01004189,Sutton 001E,fe6411f1-8aee-4261-b9b6-9b108b2566c5,9334,3,862021.718795776,5093.82153565414
2949,E01003094,Lambeth 010C,a9f1f2e2-476b-4106-8bc7-b10cc6e5885a,13078,4,209048.443969727,2753.65946267339
2310,E01002423,Hillingdon 018B,d2305508-4458-40c7-b23f-9560975f2218,13258,4,1748328.87811279,6370.10756450493
2316,E01002429,Hillingdon 019C,4f55d3b5-3af5-4a2c-a2a9-fe35f5cd3537,8217,3,955137.147918701,4468.26955471289
32071,E01034029,Ealing 019G,519ccc7d-72ef-4d05-93a3-a557b16c7e65,11575,4,233860.799743652,3000.94514567196
3982,E01004182,Sutton 019E,c07d310c-1ac8-4b34-9f14-28878a1c4d0c,9088,3,377697.579490662,3761.04868020767
3939,E01004138,Sutton 013C,71764ed9-4f62-475c-aca9-01318b8ed598,19591,6,432808.506004333,4994.6433573157
152,E01000164,Barnet 022D,2e36f609-4f63-45ce-a143-ee59e06533a7,6291,2,1416807.84587097,6917.16376491761
146,E01000158,Barnet 015A,e139b90e-03fd-4eee-bd51-748fd838e801,16312,5,700633.196395874,5428.34691649403
1283,E01001336,Ealing 038C,cf8b0bb8-3a9e-42ac-a5bb-bb40f64b1639,10302,4,653043.65246582,5054.78978094432
1277,E01001330,Ealing 008D,bbece61e-5f5e-48a5-aa45-ee50e27dd993,2685,1,766528.963134766,6807.56827045524
1377,E01001431,Enfield 033A,ebbd656b-d51b-41f2-a8c2-3d12f575e5a6,2059,1,351528.6861763,4038.39407457817
4131,E01004364,Waltham Forest 019B,ef0563aa-c633-4835-84d0-9ca82ed74747,8735,3,520304.867137432,6086.26046453765
3790,E01003980,Southwark 013A,b46a572b-d379-4405-862e-87466356cc5e,6802,3,499303.66009903,3561.81746608302
885,E01000923,Camden 003D,16a237f4-54a6-4fe9-b384-67f5fe2ea3db,16209,5,220614.7447052,3033.33808594992
1967,E01002068,Haringey 025B,700e77e6-189d-4854-b5e0-de4d35fb7e8f,4585,2,769200.463180542,6282.48279635799
2708,E01002850,Kensington and Chelsea 013D,af47f403-5930-4ba7-be54-1ced194de51c,13121,4,192068.145355225,2395.85431835004
32263,E01034224,Newham 041D,f7f40f11-4cbf-4414-962a-717a97c7f8e7,6043,2,1212598.02002716,9104.23610897932
32512,E01034473,Barking and Dagenham 015E,e5e87053-2f5e-4eba-9843-a384c52a4d7f,2665,1,363737.498413086,3156.394896355
3541,E01003714,Redbridge 034B,22d53bba-556f-42ae-8c95-2010c094631f,9573,3,459562.204437256,2881.40607063888
52,E01000058,Barking and Dagenham 018D,53cf9937-07f5-4a6a-a908-d3e52df0ede4,8503,3,470350.20790863,3859.24317916789
2216,E01002326,Havering 005D,f46a9904-6c51-45a1-bcc5-84fbfe2b5f53,12228,4,714456.210952759,5761.70434881042
1134,E01001183,Croydon 011E,f51b987f-58fc-40d5-8389-44cc1816d3d4,7027,3,346543.392822266,4574.66741046401
3049,E01003196,Lewisham 029D,33ec9525-0d5b-4816-bc1f-ee65f17831e2,4641,2,686816.374240875,5818.65747000657
1626,E01001703,Greenwich 011E,5405ef6f-3004-4344-ac04-f07b8847059a,5250,2,218849.950561523,3974.82351365529
295,E01000308,Barnet 036D,47b2fa96-2d0e-4dea-a1b7-77cf4d6ca4fe,13189,4,1367993.71040344,7809.50017115352
2459,E01002583,Hounslow 013A,79b7af49-49ca-4cc0-be21-c8de749c8257,8946,3,1040803.26358032,8290.75452992659
544,E01000566,Brent 008C,203bc955-6baa-4f2c-832e-e64e056edb21,18128,6,539993.664382935,4860.42255104111
4380,E01004622,Wandsworth 024D,e463064a-ca65-4b18-8f47-49aefe52fcfe,12463,4,520640.890228271,4344.93396633916
3298,E01003455,Merton 005E,10be3cf0-3c8b-4f0b-b242-16f4272ffe6d,25463,8,545011.924171448,4505.78070364469
4231,E01004467,Waltham Forest 015D,362837fc-fefd-4867-9bcc-b75175cad5d6,6783,3,509555.555837095,6598.17127869797
2608,E01002743,Islington 009C,36b760ae-63f3-4c56-817c-e4c2518cbd64,15417,5,251050.023921967,3470.73970236413
2657,E01002795,Islington 013D,13ee5c01-cd10-474f-afe7-623d9601a06d,7852,3,455385.290542603,3624.88029343368
493,E01000512,Brent 018D,d5ffd255-0587-4440-aae9-e8a4f4f2b9e3,10867,4,393199.508758545,4296.31843067849
2067,E01002172,Harrow 033C,ce0326bb-a14e-432f-b1ca-1ee2c2d27c37,18979,6,932987.274414063,5972.07603493092
3198,E01003354,Lewisham 026D,4e38a8d5-2f5f-44e7-9992-6091203805c5,9873,3,941386.448841572,5332.11474940058
1034,E01001082,Croydon 032E,7334a454-02d1-4362-a40e-8535965db40e,6654,2,1414395.9784019,8579.43018644623
444,E01000460,Bexley 022E,ddd6276e-0220-4b3d-8726-a56ddf5b868b,32849,10,1326476.03132629,6681.50334151952
1575,E01001645,Greenwich 022A,dd708be4-5241-40f5-841c-7a28cf9199d8,11915,4,746489.487592697,5903.49669851089
985,E01001030,Croydon 038C,8c870d19-0a2b-4e97-b66e-1b05b951b994,30741,10,1072508.45062256,5575.74084883068
33494,E01035499,Wandsworth 039C,df5bf2ea-dc8c-4296-a8c0-9bc189b69070,10201,4,344696.220153809,3120.48091520942
4280,E01004517,Wandsworth 037A,833daa1c-379e-4e25-830a-14afa326e0a8,15359,5,389512.342506409,4942.82090121876
3739,E01003916,Southwark 020B,eaa552c5-7004-4c74-8f83-d55c229c1577,16652,5,388988.339832306,3689.6353607108
3149,E01003303,Lewisham 039C,bfc232e0-65c2-4fc1-b45d-04df53a4fbbc,4986,2,568832.792247772,5576.9221510416
1526,E01001586,Greenwich 016C,c34a042c-e584-4b00-b643-4219a1fcd552,15547,5,551019.227750301,6035.99968129944
2116,E01002224,Harrow 031E,f33ed419-fdb0-471f-b2a8-23233a7ce8c2,9788,3,471958.74609375,3328.05214146007
3690,E01003867,Richmond upon Thames 011A,4c08bd5e-12cc-4dd5-9dc6-a9e9b7323b0e,25079,8,1073540.88763428,7938.81220857629
1423,E01001478,Enfield 016B,fda2a448-0965-4d21-89d1-486339c8de02,11587,4,824030.801959991,5924.57346132833
3344,E01003506,Newham 034D,0ba85242-6334-41c1-a1b0-99b74aac92e8,4097,2,274082.103075027,2728.80360423584
4008,E01004211,Tower Hamlets 013D,f877546f-601a-4a3c-8dd4-779a6912451a,6290,2,424736.918312073,3839.34000704597
4079,E01004307,Tower Hamlets 015B,db1c2091-0802-410a-8240-e86d362f3062,17906,6,554052.13980484,4794.34811222399
2751,E01002893,Kensington and Chelsea 017C,109a7598-07b2-4eca-b8e6-a566715f2419,13720,5,252458.945571899,3221.17008360125
1755,E01001851,Hammersmith and Fulham 010A,c52c4b27-4505-4e58-a5e8-c18227a0792b,23146,7,255521.512924194,3037.66877916349
759,E01000791,Bromley 029E,c8c0e894-9b38-4963-a6e4-30e702551c63,26783,8,1028531.10286713,8517.81401728286
427,E01000443,Bexley 024B,3295670c-7f49-4f76-8c24-d95d9ee8b7ee,19024,6,703727.65435791,5111.72277023223
3415,E01003578,Newham 003A,7c1cd76e-8021-49c9-9813-68dd01a4a5ec,3174,1,2139470.73574638,8020.67585526077
95,E01000102,Barking and Dagenham 007G,cd04ae61-c754-431e-8fdf-11f077e525fb,6771,3,653305.335243225,5270.91354109357
4340,E01004580,Wandsworth 004C,4b9fc46d-9823-48dc-90c2-23721a980633,19830,6,279215.012374878,2485.53234974189
1091,E01001140,Croydon 007C,358fd805-b721-4de7-a286-22f9e962710d,16322,5,900716.681533813,5090.71252717241
3012,E01003159,Lambeth 022C,64971d57-cb2f-444f-b6fd-e216aa20e3c7,15330,5,372637.892791748,3469.05187395558
3747,E01003924,Southwark 021E,dc81e36e-ba83-4fba-8f51-e6c4eca8562e,8872,3,204761.8411026,2703.79976815301
3083,E01003231,Lewisham 015B,f344294b-0d7b-4fc1-9ed1-c8b29324a190,14835,5,444522.694301605,3846.3964063634
2087,E01002193,Harrow 016D,92bfc14c-cf30-4903-9161-cd744bf997b6,21995,7,864504.549072266,5403.5547446021
2419,E01002540,Hillingdon 020C,bffdae7e-3a0c-47a7-a66b-5fb916d6fdc2,6898,3,584409.462371826,7204.03921316793
3676,E01003853,Richmond upon Thames 003B,575b1f11-3287-4a07-94ff-2e5a580dacc4,22473,7,775356.716583252,6585.10925628971
1400,E01001455,Enfield 021F,cd668e74-e3cd-4ddb-928c-f9160058b113,25488,8,617154.18629837,4408.57794155942
31376,E01033151,Enfield 025G,e0d92432-41c8-4e02-9266-f1f9430b699f,2624,1,2563064.9932785,9909.71811173263
1732,E01001828,Hackney 028B,21dd41d2-2a41-43f5-b3dd-ca234166bf32,4255,2,287176.481155396,3136.87500562514
33700,E01035706,Tower Hamlets 036E,fb55e169-d1b0-4d65-9683-1399bfeaa9d0,20877,7,214192.630081177,2805.51288905708
4031,E01004241,Tower Hamlets 012B,60b7d7bf-b985-47f2-8f0f-619a6541cb7c,2576,1,301252.496206284,3709.57776213714
189,E01000201,Barnet 028C,0bcd412c-5d9e-47a0-863a-1daf9182bb39,30556,10,1018703.57020569,6172.21514988434
72,E01000078,Barking and Dagenham 007B,a6054253-a745-43f4-8fe2-39fb3136200e,7165,3,454198.564483643,4115.53696436232
1068,E01001116,Croydon 013F,cb324391-7082-4b79-bdee-b1e709b4a18c,7212,3,404850.301563263,3546.93413330901
3060,E01003207,Lewisham 005A,4566ef52-f255-400b-bbd9-7b0a7fb99b01,8677,3,311366.366734505,3640.21231050354
736,E01000767,Bromley 027D,51cbc652-2750-4f83-9f2d-7e9068725e6c,33310,10,810550.891242027,6388.57933512922
404,E01000419,Bexley 006C,2c5203cd-35eb-4238-a1af-782fedf1e73c,29648,9,679087.253700256,4365.58578028517
2396,E01002512,Hillingdon 013C,d8ece702-b91e-4ab6-8dfa-4e06b0f607e2,26799,8,3070834.65582275,9143.81088989846
3699,E01003876,Richmond upon Thames 008B,0e27af0d-e42a-4be6-b5be-e2b01a066d10,25151,8,1230285.70072937,5694.83250740859
4363,E01004605,Wandsworth 006B,39ce82dc-b984-4325-8ac2-0624bc5c26ab,21490,7,499134.780975342,4972.13783842417
33485,E01035490,Wandsworth 010H,7dd8ab5f-b72a-4f1a-b23c-899d9d660d51,29407,9,556166.45892334,8106.72276356048
2728,E01002870,Kensington and Chelsea 005A,14f48cd7-aeb8-420f-9203-500848f184f8,5610,2,326350.005523682,3937.56532494231
521,E01000543,Brent 003E,b5a3799b-846b-4e57-89a7-35d835e4caeb,14300,5,507764.026290894,5923.31819910643
2064,E01002169,Harrow 017E,7c7a3143-8400-41ee-a8fc-e1bded4c09e2,12425,4,531626.349395752,3325.01090467514
1469,E01001528,Enfield 032B,276a9a28-4042-4af6-abf3-5836986c9708,6733,2,540329.814422607,4825.94795611991
4125,E01004358,Waltham Forest 002D,d2a7d185-4f60-412d-b7ba-1ea004f8bf41,17085,6,643969.592629083,4959.305571813
3461,E01003632,Newham 020B,3f12eebe-429e-4276-923d-907f9f508289,12850,4,353380.800278664,3156.50548743839
31092,E01032786,Tower Hamlets 010F,5d8db5ed-9490-4d45-b4b2-bcb50110ecc4,5982,2,150281.994340897,2260.74808158352
473,E01000490,Brent 023A,f39586bd-47da-4232-85ea-c15986662f8f,10525,4,341039.978378296,4046.59495818274
4457,E01004710,Westminster 002D,ce8e0516-d4c0-4c48-b071-bd82dd9eb0bb,8049,3,332601.954620361,2878.31421728448
805,E01000839,Bromley 030F,5ce29c51-aefb-44b8-a6ba-6d54d122d789,33304,10,704818.600273132,6398.31390617859
2797,E01002941,Kingston upon Thames 018B,5355914b-d31b-4539-bbcb-cd8e3b813192,25268,8,1586641.04019165,6328.24886470882
1137,E01001186,Croydon 014C,fb6d5995-d455-4839-be52-5b57e484904c,7161,3,461935.446094513,5680.7109833277
3793,E01003984,Southwark 023A,2f1ff769-3d93-47f4-8970-1e2a46cf7dee,10257,4,426166.978645325,4463.68389130448
3129,E01003280,Lewisham 016A,54c057a4-7242-425c-9808-e58a7f881155,10701,4,511375.796570778,4389.39242950897
1801,E01001898,Hammersmith and Fulham 013C,bfec32dc-d581-4692-abcc-81ccf59a45f0,19355,6,738072.491531372,5394.29634257683
2133,E01002241,Harrow 025D,f44030ad-52a8-497a-89e6-1e1e63d2aa6d,14784,5,608624.531570435,4310.05339613858
2465,E01002589,Hounslow 013E,a724d009-7e2e-48c5-9fa8-ab757e45e325,7605,3,2541605.65536499,8644.76654671232
1446,E01001502,Enfield 018D,1bcce730-3f15-4209-94ae-126a1df6c0c5,5188,2,728036.700868607,4325.21662028329
4102,E01004335,Waltham Forest 027A,edd49ef1-1c73-4680-910e-3eef53dc2f4e,4609,2,309760.92221725,3790.24035050932
4434,E01004683,Westminster 015B,e67b80ae-29ba-4f32-8b3c-aac5addfbb95,23718,8,334874.132347107,3193.70091175049
1778,E01001875,Hammersmith and Fulham 001B,4dfdb9d1-2f15-481a-bd16-64c065ee264a,4081,2,435459.201782227,3921.78563373389
118,E01000127,Barnet 024B,05d897cf-8663-41de-b5f6-406bc9d81284,8055,3,519233.67729187,4534.03464279763
2110,E01002218,Harrow 030A,c4952cf6-b872-42b3-aacc-5c99b9f100cb,14565,5,843744.096954346,5415.8238252422
450,E01000466,Bexley 001A,39f932f1-cd8a-457e-8cec-41a80d820fe3,9426,3,6081311.57594299,13366.4390209664
3106,E01003257,Lewisham 028B,b7abf8bb-fb4a-4f28-9d85-1870592647c0,14362,5,560341.852817535,4180.6068808758
782,E01000814,Bromley 028E,fcee18e8-5993-41d0-ad40-b6c10a8cbda9,33602,10,1223598.26190948,7195.53074527196
3438,E01003601,Newham 028A,217c6969-650a-4649-94fa-255da29ee913,2605,1,912128.809446335,6010.65022364866
2442,E01002564,Hounslow 031E,78539f2c-32be-4a5d-b6ad-68f67b1ab399,8254,3,618341.299911499,4618.91664559777
2774,E01002917,Kingston upon Thames 014C,efa895b0-372b-4b8c-85f2-c661898b8051,33537,10,707314.011383057,5853.28744735652
3770,E01003951,Southwark 033E,0f398a32-ecb5-468e-84b0-54773a39e599,21800,7,2721849.07861328,10791.5292205088
1114,E01001163,Croydon 002E,8d3e2e7c-1921-474d-b78f-9b6db7bc5619,18693,6,724773.707977295,3941.79916695076
4171,E01004404,Waltham Forest 014D,a44df635-4dd6-4c3f-a202-e642bb03882e,9392,3,400216.343647003,3960.05098652235
30975,E01032637,Southwark 035E,5b5916b0-6021-4e64-a136-20ffc5eb06e0,29531,9,103535.516159058,1823.46480002032
928,E01000971,Camden 010C,5df3bc33-16b6-49d4-b3bc-829c8f002d4a,23496,7,207627.834030151,2006.00811050639
922,E01000965,Camden 016C,86635899-8e09-42e4-a5d7-7e777e697491,17274,6,277645.56703186,3674.38578803631
264,E01000277,Barnet 012B,ed79d228-4382-4c79-b197-e86e517a7103,16548,5,479506.114761353,4071.17275174406
258,E01000271,Barnet 008A,267419a0-87fb-44f9-bb55-a9a7b4cbafa6,28338,9,887263.208930969,5997.51275632188
3507,E01003679,Redbridge 036E,683b62d1-7154-4560-9d62-fcf45d9ae0f0,28769,9,580238.455211639,5813.69461055129
2256,E01002367,Havering 020E,cba641dd-391e-4553-92eb-eb236d9a84d4,23821,8,978640.100692749,5190.94808916731
2250,E01002361,Havering 020C,7652a1b7-68a9-4eec-82b9-044f297852d0,13789,5,938479.322174072,6681.98209177901
2179,E01002288,Havering 025D,0b33c257-857c-4c34-a06d-9989d88bb943,31002,10,877940.219451904,5920.5733811617
3584,E01003760,Redbridge 009B,c76fec44-410c-4144-b730-e90cf99373ca,19750,6,787624.013706207,5484.58254518729
1592,E01001664,Greenwich 037B,56e6a520-ae79-413b-9db7-0ab57f59e9a3,19236,6,401103.93813467,3838.20081833076
1586,E01001656,Greenwich 034A,ef31b675-95c2-467e-9678-91d52fc6fa2c,17916,6,710040.834570885,5237.08798953793
999,E01001046,Croydon 023B,87ba1a47-28fd-4dd0-8d57-1e84b8dd5fa2,24772,8,502345.687522888,4236.08344122392
335,E01000348,Bexley 020A,9ceae54b-d7b0-4860-95de-331ff59b2e1d,33252,10,754317.480918884,5191.50423735106
32226,E01034186,Greenwich 039C,4669f8c7-2f93-483b-9419-45ddcfff5576,26502,8,121842.803092957,1720.3937466133
2843,E01002987,Kingston upon Thames 011B,b03fc75a-bfe8-4051-99ff-2e34b38dcaaf,15953,5,545490.798355103,5132.01043570604
4248,E01004484,Wandsworth 026E,ba7b4062-7af8-4acd-80b0-6700ef1304e9,22878,7,799183.426811218,5348.31488808597
2920,E01003065,Lambeth 031A,936b5148-5449-46be-9e3c-4a5c9e8fb6e2,6997,3,314936.897045135,4241.65749431434
2914,E01003059,Lambeth 011D,332849cb-220c-4901-b3b0-b28af1bf77a0,11961,4,199497.669868469,1965.83779276435
1492,E01001551,Enfield 002E,ac484933-3142-41a5-8b62-75bea71557fb,2698,1,795329.921039581,4699.33368791227
4148,E01004381,Waltham Forest 007C,4519042e-6a5d-4dc9-9320-4aab084f58e3,20313,7,605397.092450663,7802.76266322546
32249,E01034210,Newham 034L,5fa0ccda-11e0-4b63-91bb-0538f1af3965,19698,6,250289.04726696,3344.70995944212
31616,E01033490,Islington 022H,9d6638be-bbf1-4de2-84bc-60fa4c0bccaf,16345,5,309874.181358337,3670.93054769938
4486,E01004741,Westminster 024F,761e9095-b6f9-4d5b-8794-71f3422ffcb8,9285,3,145027.883789063,2764.40951033409
281,E01000294,Barnet 004F,7f046f8e-7ff1-4bd4-85aa-61ade09d9b75,18828,6,858872.173126221,5392.04842737387
2279,E01002390,Havering 024E,9940a827-bced-404d-a6e3-5265383ff608,33507,10,878146.682525635,6999.49509297029
3484,E01003655,Redbridge 004B,90fe96ac-7c9f-4cd8-87f5-ba0ad33c47a9,24608,8,581662.73295784,6327.74542976695
1609,E01001684,Greenwich 017C,4d036cd8-ef7b-42ed-8d16-9fe392e81de7,12145,4,3050497.39756393,10958.5761816907
3601,E01003777,Redbridge 014D,0bfb1571-fd50-47df-9803-e5fcfb697444,27435,9,608920.190686226,6139.07041361952
3607,E01003783,Redbridge 029A,158ce82b-f2ad-448a-af5c-016248348b2a,2583,1,608616.412372589,5436.72920142878
1615,E01001692,Greenwich 001B,db4e6a52-76d6-4790-81bc-2d7542d5a20f,6477,2,191398.235191345,2954.91443542455
2156,E01002265,Havering 025A,dc752a9d-d41a-40c6-abe8-b07775605a4b,25792,8,1329843.91383362,8136.50207162527
2273,E01002384,Havering 019D,d7686fe7-54d0-4dc1-a079-fb55d534c2fa,30526,10,1234342.30056763,6900.26151075928
2937,E01003082,Lambeth 031C,56fd2468-651b-4353-9d24-2a9a39690737,6395,2,322095.001327515,3533.5718013243
2943,E01003088,Lambeth 010A,ef5b52df-31b6-414b-a19f-c308554bccce,10948,4,243036.277885437,2996.04350470603
3158,E01003313,Lewisham 027E,9a758cd6-61b2-4d62-ab96-da2e94fbfc6a,5660,2,602447.241893768,3965.64677739064
3822,E01004016,Southwark 029B,5720e27c-589d-4d50-92bb-0c1761cec4b7,19490,6,1469359.60037613,6189.90881262222
945,E01000989,Croydon 018A,a5bedeaa-4427-42de-9aea-ed367c558988,24697,8,667308.196485519,4522.96489571628
2820,E01002964,Kingston upon Thames 005A,bf597ea5-07ba-405b-8118-8c2f6d0309e2,16952,6,806103.074157715,8861.06019718998
4271,E01004507,Wandsworth 014E,d7843cae-8e06-4d26-b24a-b5bbc680ddcc,29312,9,466115.166168213,6043.09021216581
951,E01000995,Croydon 009B,5af5ea01-3972-448e-80dc-3a5f1706eef3,11200,4,367795.962188721,3439.83916758945
4217,E01004452,Waltham Forest 005E,922e6501-e76b-40c5-9efc-7a8e6fda08cf,11102,4,596880.78660965,4809.86632828058
33677,E01035683,Tower Hamlets 019H,4b78d3fb-15e6-41c5-bc13-54a6da2795ed,4740,2,173185.027626038,2578.64820520227
3799,E01003991,Southwark 017C,3bf79b15-9979-4e2f-ae17-560676f48b2d,7137,3,203178.438964844,2661.97769676957
876,E01000914,Camden 028B,9e7739b0-5ee1-4923-ad52-648147b8c13c,12794,4,1155799.04362488,7943.55272077024
1638,E01001720,Hackney 007F,79f5bb6f-7bfb-455c-9121-968852398de7,18595,6,260337.574493408,3635.3075352675
1709,E01001802,Hackney 003B,fa466079-6a10-4667-9842-8ba187c7b0f8,4694,2,270837.729686737,3821.51059553772
3553,E01003727,Redbridge 003D,bf485b42-c7d9-436b-9ff1-3690c93b3157,8846,3,556009.814201355,3951.18583144796
381,E01000395,Bexley 018B,4b3bbe32-ed24-45a7-abe2-691bb26b277c,32007,10,826572.922477722,5061.33209841324
1540,E01001600,Greenwich 032C,d554cfb0-5cf6-4c0a-9f1a-a576f80cbba0,16892,6,778816.421089172,4201.27499358545
3630,E01003806,Richmond upon Thames 012B,98979f39-ade3-4975-bd0c-37cafb02a121,29416,9,10658942.1113434,16791.8690280336
2966,E01003113,Lambeth 032A,272918d8-2521-4dcf-9806-b89b30849a15,8863,3,422421.814598083,3475.14354157892
4294,E01004531,Wandsworth 033A,d2a8219c-492a-41e2-a121-34516fa66626,13616,5,222349.910140991,2899.98512765306
3135,E01003286,Lewisham 013D,23d7764f-c954-45fd-a8f1-9efee02154f5,8987,3,489274.133384228,4344.57071133278
1045,E01001093,Croydon 037C,7327d414-6e41-40d5-a154-ce93af3b831a,20627,7,1037303.2817688,8509.99467558412
212,E01000224,Barnet 040D,9edb4aa8-4146-43d1-90e8-7e2614c62f99,8840,3,415063.111160278,4195.28146550658
4463,E01004716,Westminster 011C,7ce5fdd9-5b8e-4871-9532-cd4be8ec1f25,28688,9,460723.643890381,4595.16479052288
31685,E01033601,Westminster 009G,c2a6a53a-3b48-4121-88f8-a7030e577056,8441,3,140188.58959198,2915.22736532426
2373,E01002486,Hillingdon 028A,f3c77925-ab52-4ed2-8621-a5b6032889cf,7693,3,2636475.84960938,8518.90598621516
2302,E01002415,Hillingdon 010A,055677ab-a09b-451e-b053-6960a35b19d7,30961,10,694848.474334717,4973.83541639532
2471,E01002595,Hounslow 022E,07c41f07-4d96-4d12-8b53-28415bdf7883,7551,3,696459.497894287,5295.55888376173
4194,E01004427,Waltham Forest 022E,351c7fe1-8185-42a1-943a-03d5256c0beb,10121,3,1065060.99170113,6031.23040457575
33654,E01035660,Tower Hamlets 002E,411feead-2f22-4699-8fbb-8477d10eec90,6552,2,282289.389011383,2481.72327509402
1686,E01001775,Hackney 024C,66aafbbf-2f2a-4df7-8fb3-ff41aa95f2e6,6187,2,327406.405845642,2710.74119454293
899,E01000938,Camden 029A,aabe7869-23de-4320-ba3e-fab661eef902,3703,2,211003.566314697,3067.26198250191
4440,E01004692,Westminster 019F,a5094998-1b46-4779-9579-92bad1059c81,25711,8,389438.063560486,4426.56990745107
235,E01000247,Barnet 002C,8263f5ad-7da0-4b67-92c3-5e6a37de317f,21123,7,690035.684936523,6094.06716160506
3530,E01003703,Redbridge 006F,d542fbd2-c123-4ca1-8397-78d96e7836af,20451,7,2571422.9438324,9409.53478069384
1022,E01001070,Croydon 040B,d70ee957-cc2e-4aef-a415-7d64ad3d7f05,18792,6,1351854.72666168,9692.63523845212
358,E01000371,Bexley 014E,2cce29d1-7d89-47cc-9d8c-2d0e336f4c9f,26901,8,595500.045097351,4875.41750085138
1563,E01001629,Greenwich 009A,90de5ea1-2cf7-4574-8a0b-b985b10e01d8,6570,2,529648.143600464,3937.33568468181
2227,E01002337,Havering 012A,52c8cf80-75d9-46a7-b6bd-76cb6521a51e,24011,8,2906120.4928894,8583.77631590997
2448,E01002572,Hounslow 007B,2627d2d8-890d-483c-977d-cc6892e0a286,7963,3,2338272.09588623,6374.72663295885
1784,E01001881,Hammersmith and Fulham 017B,9d25d964-182c-4115-819e-a06f65a45fac,19963,6,291490.837219238,3448.487275731
4317,E01004554,Wandsworth 009A,9b363170-202d-4e84-bfcf-f49e179ee8ed,26040,8,1049048.42588806,6354.93292299519
2989,E01003136,Lambeth 022A,e136e8ab-4a81-4351-9564-1b2ad3846b2b,15990,5,299186.874397278,2951.82083582523
3776,E01003957,Southwark 032C,d88576dc-d821-4c56-8407-91e8a86ac90c,22211,7,434164.313678741,3613.06664363057
3112,E01003263,Lewisham 023A,983b710f-3f88-4726-b582-8550a9e4cdfd,8599,3,906927.389752388,5136.45433060733
2325,E01002438,Hillingdon 003A,632ae885-a181-4e2b-8719-e738445effa0,19419,6,9585472.03607178,18342.3876231506
3653,E01003829,Richmond upon Thames 020B,79adc8e4-5864-4563-9f71-8acdbb6c091f,9901,3,1027924.10440063,5484.16286058778
2866,E01003010,Kingston upon Thames 001E,dc5370f6-60ff-4f8e-bde6-4208795987b4,31607,10,776845.297149658,6109.40443655263
1346,E01001400,Enfield 021C,c97090f3-2e1e-4e68-9da8-9bb95913e9a0,22169,7,632356.376903534,6493.6755666775
1500,E01001559,Enfield 033F,e0167331-ea5f-4b99-9087-57ca875dc18b,3828,2,2388438.47363472,7984.67523593564
1749,E01001845,Hackney 022E,4d7db2b2-e7f9-4470-877a-60c5518530a3,3239,1,285052.107227325,2548.31856028436
4002,E01004204,Tower Hamlets 005D,4edac158-fa2d-43a2-871d-c530ef379145,5300,2,217848.777580261,2591.65492576883
