fid,LSOA Code,LSOA Name,GeoPackage Unique ID,LSOA IMD Ranking,IMD Decile,Shape__Area,Shape__Length
2422,E01002543,Hillingdon 020E,57b9e69c-7b3a-4bc3-ba42-7dc9858bbb6e,8143,3,706057.235046387,6141.1617023868
1443,E01001499,Enfield 031F,fd3ef691-8cdc-4e14-9ca4-ced94f40286e,11767,4,539752.419651031,5486.91516602802
115,E01000123,Barnet 010D,dfb6e7da-c564-4dd5-af38-1022386875c9,18894,6,1366733.72655487,6800.96020016112
3435,E01003598,Newham 021A,b895c2b5-468f-4c02-ba8f-f80243a88380,5391,2,185556.471875191,2730.23363019158
1658,E01001741,Hackney 009A,eeb998a2-73ee-46b6-80d7-d14583e5b194,22092,7,224639.803386688,3420.62855694851
4437,E01004687,Westminster 019A,4d441813-18be-45f7-a853-5e1484e9a173,26945,8,476943.631118774,5995.22696814412
2771,E01002914,Kensington and Chelsea 019E,b7adcb1e-2d9a-40f1-a332-80e7602f2648,27146,9,458444.038703918,3041.35890076895
31782,E01033729,Greenwich 030E,f9c3173e-418b-44b0-96e3-639c7eb3fccf,8526,3,1784935.63888168,7395.2967776165
3109,E01003260,Lewisham 021C,c0851769-dafd-4f4c-8f96-82c2402e14b6,20083,6,553146.257465363,5242.07312503134
3773,E01003954,Southwark 030B,f7c81ed4-437d-4846-a487-5d5dff096624,21820,7,259886.438930511,2873.49928009539
1117,E01001166,Croydon 024D,84b9f436-0c7d-4618-90fe-b7200ab6acf9,6194,2,450499.830467224,5061.49978996431
779,E01000811,Bromley 025C,3c5f7b1a-f370-4709-9c39-9ecbc0a56e88,33177,10,765682.827114105,5217.38220002853
3650,E01003826,Richmond upon Thames 023E,1fb70c4f-c571-45e7-a482-ef3b8d74a1a2,12946,4,2786599.35195923,8307.82759393472
4314,E01004551,Wandsworth 012E,524dd8f1-3cd2-4eed-9e82-a41711b63dd4,17015,6,548707.300987244,3967.04379120133
4320,E01004557,Wandsworth 015B,eefccfdc-6af1-4b4f-a289-8f95de8da137,28086,9,278512.224449158,2765.288378359
2986,E01003133,Lambeth 027C,9e64b55f-19bf-4eca-b6bb-81992d1279af,10500,4,446721.640808105,3532.33166746773
1781,E01001878,Hammersmith and Fulham 001E,c9f4c7e8-2e00-49b5-bf52-8d71e9a7054b,4663,2,361484.060119629,2847.26220503502
2445,E01002569,Hounslow 001A,008bdf86-b8e0-4ecd-a237-0dd1ba3b599f,27173,9,531217.390487671,5976.52986363857
2322,E01002435,Hillingdon 007C,22577894-acf7-4065-ab33-a014d57605d6,32397,10,925069.002532959,6709.91524150568
2107,E01002215,Harrow 031B,3e38e41b-5b1b-4768-ada7-3c7ec208a444,8593,3,443744.480102539,4019.07848627092
32083,E01034041,Hounslow 018I,50270062-b62d-4118-9a44-d38f789ff6b7,9993,3,281253.166229248,3081.01547298597
3656,E01003832,Richmond upon Thames 020E,40258981-de0c-4091-a709-b913997319f7,6805,3,571565.406616211,4423.42413724843
1466,E01001525,Enfield 020E,b34b76dc-4c57-41e0-96f9-bd3d1fa6c9d7,15969,5,607667.82850647,5030.57162672706
